sucursal,producto,año,mes,cantidad,ingreso,costo
Norte,Cabernet Sauvignon,2024,10,7534,51131582.88,30769537.39
Norte,Merlot,2024,10,3707,14153324.89,9211618.11
Norte,Pinot Noir,2024,10,6434,61784274.22,40035069.84
Norte,Chardonnay,2024,10,6786,41701865.43,27480288.49
Norte,Sauvignon Blanc,2024,10,3413,13540776.7,8737985.41
Centro,Cabernet Sauvignon,2024,10,7813,53232413.58,41438410.65
Centro,Merlot,2024,10,4349,14649489.56,11641925.25
Centro,Pinot Noir,2024,10,5873,53101895.54,40003106.45
Centro,Chardonnay,2024,10,7018,43358122.76,28710254.56
Centro,Sauvignon Blanc,2024,10,3672,15177925.18,9216435.72
Sur,Cabernet Sauvignon,2024,10,7276,46571247.27,31989115.89
Sur,Merlot,2024,10,4219,16664820.8,10219819.95
Sur,Pinot Noir,2024,10,5930,62589356.28,43618495.95
Sur,Chardonnay,2024,10,7125,38978936.06,29621501.4
Sur,Sauvignon Blanc,2024,10,3800,14194968.37,9746396.01
Norte,Cabernet Sauvignon,2024,11,7895,51393023.59,38799557.81
Norte,Merlot,2024,11,3902,14368317.07,10351296.43
Norte,Pinot Noir,2024,11,6684,62960471.04,44768872.33
Norte,Chardonnay,2024,11,6126,37846126.48,25641669.07
Norte,Sauvignon Blanc,2024,11,3278,12608992.21,9539490.16
Centro,Cabernet Sauvignon,2024,11,7505,49509625.19,36202723.13
Centro,Merlot,2024,11,4297,15561471.23,9870956.93
Centro,Pinot Noir,2024,11,5787,56374935.77,44498185.23
Centro,Chardonnay,2024,11,6823,38628751.03,25161711.52
Centro,Sauvignon Blanc,2024,11,3231,11240664.97,8066555.02
Sur,Cabernet Sauvignon,2024,11,7403,46742928.2,34844968.11
Sur,Merlot,2024,11,3794,12854521.02,9735847.8
Sur,Pinot Noir,2024,11,5612,52313242.79,40075785.45
Sur,Chardonnay,2024,11,7109,43428139.55,26520863.57
Sur,Sauvignon Blanc,2024,11,3614,14877466.35,11475520.1
Norte,Cabernet Sauvignon,2024,12,6611,37125403.41,29117839.06
Norte,Merlot,2024,12,3934,15328645.74,10813931.42
Norte,Pinot Noir,2024,12,5774,58149394.16,43525239.12
Norte,Chardonnay,2024,12,6677,36025181.87,28625863.29
Norte,Sauvignon Blanc,2024,12,3757,14837126.93,10666598.77
Centro,Cabernet Sauvignon,2024,12,7722,47097269.22,31468368.52
Centro,Merlot,2024,12,4228,16146900.99,11705553.33
Centro,Pinot Noir,2024,12,6169,63155099.92,44977841.37
Centro,Chardonnay,2024,12,6105,36375704.95,23199421.71
Centro,Sauvignon Blanc,2024,12,3492,12103405.64,7989005.19
Sur,Cabernet Sauvignon,2024,12,7803,47113211.01,37189503.88
Sur,Merlot,2024,12,4197,15105708.58,12025623.59
Sur,Pinot Noir,2024,12,5746,60413870.82,36853115.21
Sur,Chardonnay,2024,12,6689,38487557.38,23102259.27
Sur,Sauvignon Blanc,2024,12,3176,11139707.45,7313356.46
